id,symbol,timeframe,data_type,rows_existing,rows_fetched,rows_final,gaps_found,status,issues,fetched_at
60599,BNBUSDT,1m,ohlcv,58085,6,58088,0,ok,"",2026-07-19 18:21:12.695363+00
60598,XRPUSDT,15m,ohlcv,124390,7,124394,0,ok,"",2026-07-19 18:20:58.416656+00
60597,XRPUSDT,1m,ohlcv,58085,6,58088,0,ok,"",2026-07-19 18:20:44.394718+00
60596,SOLUSDT,1m,ohlcv,58084,6,58087,0,ok,"",2026-07-19 18:20:15.310338+00
60595,XRPUSDT,30m,ohlcv,62195,5,62197,0,ok,"",2026-07-19 18:19:56.599935+00
60594,ETHUSDT,1m,ohlcv,54895,6,54898,0,ok,"",2026-07-19 18:19:45.135263+00
60593,XRPUSDT,1h,ohlcv,31098,4,31099,0,ok,"",2026-07-19 18:19:24.0873+00
60592,BTCUSDT,1m,ohlcv,58085,6,58088,0,ok,"",2026-07-19 18:19:16.963022+00
60591,XRPUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 18:19:08.983615+00
60590,SOLUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 18:19:03.804853+00
60589,SOLUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 18:18:48.314116+00
60588,SOLUSDT,1h,open_interest_1h,31191,200,31192,0,ok,"",2026-07-19 18:18:47.0223+00
60587,DOGEUSDT,1m,ohlcv,58083,6,58086,0,ok,"",2026-07-19 18:18:45.535178+00
60586,SOLUSDT,8h,funding_rate,3924,200,3924,0,ok,"",2026-07-19 18:18:44.788785+00
60585,SOLUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 18:18:42.735841+00
60584,SOLUSDT,5m,ohlcv,373168,15,373180,0,ok,"",2026-07-19 18:18:41.586934+00
60583,BNBUSDT,1m,ohlcv,58082,6,58085,0,ok,"",2026-07-19 18:18:13.742436+00
60582,XRPUSDT,1m,ohlcv,58082,6,58085,0,ok,"",2026-07-19 18:17:44.21634+00
60581,SOLUSDT,1m,ohlcv,58081,6,58084,0,ok,"",2026-07-19 18:17:14.583327+00
60580,ETHUSDT,1m,ohlcv,54892,6,54895,0,ok,"",2026-07-19 18:16:44.335786+00
60579,BTCUSDT,1m,ohlcv,58082,6,58085,0,ok,"",2026-07-19 18:16:15.949908+00
60578,DOGEUSDT,1m,ohlcv,58080,6,58083,0,ok,"",2026-07-19 18:15:44.856622+00
60577,SOLUSDT,15m,ohlcv,124390,6,124393,0,ok,"",2026-07-19 18:15:37.382792+00
60576,BNBUSDT,1m,ohlcv,58079,6,58082,0,ok,"",2026-07-19 18:15:13.986205+00
60575,XRPUSDT,1m,ohlcv,58079,6,58082,0,ok,"",2026-07-19 18:14:44.48704+00
60574,SOLUSDT,30m,ohlcv,62195,5,62197,0,ok,"",2026-07-19 18:14:35.065322+00
60573,SOLUSDT,1m,ohlcv,58078,6,58081,0,ok,"",2026-07-19 18:14:14.569089+00
60572,SOLUSDT,1h,ohlcv,31098,4,31099,0,ok,"",2026-07-19 18:14:03.146455+00
60571,SOLUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 18:13:46.526433+00
60570,ETHUSDT,1m,ohlcv,54889,6,54892,0,ok,"",2026-07-19 18:13:44.222998+00
60569,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 18:13:41.605602+00
60568,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 18:13:25.158088+00
60567,ETHUSDT,1h,open_interest_1h,31191,200,31192,0,ok,"",2026-07-19 18:13:23.483835+00
60566,ETHUSDT,8h,funding_rate,3924,200,3924,0,ok,"",2026-07-19 18:13:21.380421+00
60565,ETHUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 18:13:19.518421+00
60564,ETHUSDT,5m,ohlcv,373167,15,373179,0,ok,"",2026-07-19 18:13:18.593165+00
60563,BTCUSDT,1m,ohlcv,58079,6,58082,0,ok,"",2026-07-19 18:13:14.371478+00
60562,DOGEUSDT,1m,ohlcv,58076,7,58080,0,ok,"",2026-07-19 18:12:43.523097+00
60561,BNBUSDT,1m,ohlcv,58076,6,58079,0,ok,"",2026-07-19 18:12:10.751431+00
60560,XRPUSDT,1m,ohlcv,58075,7,58079,0,ok,"",2026-07-19 18:11:40.915895+00
60559,SOLUSDT,1m,ohlcv,58075,6,58078,0,ok,"",2026-07-19 18:11:09.279778+00
60558,ETHUSDT,1m,ohlcv,54885,7,54889,0,ok,"",2026-07-19 18:10:37.912627+00
60557,BTCUSDT,1m,ohlcv,58075,7,58079,0,ok,"",2026-07-19 18:10:06.850845+00
60556,ETHUSDT,15m,ohlcv,124389,7,124393,0,ok,"",2026-07-19 18:10:05.991+00
60555,DOGEUSDT,1m,ohlcv,58072,7,58076,0,ok,"",2026-07-19 18:09:28.543295+00
60554,BNBUSDT,1m,ohlcv,58071,8,58076,0,ok,"",2026-07-19 18:08:51.512826+00
60553,ETHUSDT,30m,ohlcv,62195,5,62197,0,ok,"",2026-07-19 18:08:49.928869+00
60552,XRPUSDT,1m,ohlcv,58070,8,58075,0,ok,"",2026-07-19 18:08:11.864883+00
60551,ETHUSDT,1h,ohlcv,31098,4,31099,0,ok,"",2026-07-19 18:08:08.776142+00
60550,ETHUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 18:07:49.410218+00
60549,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 18:07:44.470378+00
60548,SOLUSDT,1m,ohlcv,58069,9,58075,0,ok,"",2026-07-19 18:07:37.681871+00
60547,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 18:07:25.707171+00
60546,BTCUSDT,1h,open_interest_1h,31191,200,31192,0,ok,"",2026-07-19 18:07:24.111989+00
60545,BTCUSDT,8h,funding_rate,3924,200,3924,0,ok,"",2026-07-19 18:07:21.995635+00
60544,BTCUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 18:07:20.158437+00
60543,BTCUSDT,5m,ohlcv,373165,15,373177,0,ok,"",2026-07-19 18:07:19.077408+00
60542,ETHUSDT,1m,ohlcv,54879,9,54885,0,ok,"",2026-07-19 18:07:04.468692+00
60541,BTCUSDT,1m,ohlcv,58070,8,58075,0,ok,"",2026-07-19 18:06:22.612397+00
60540,DOGEUSDT,1m,ohlcv,58059,16,58072,0,ok,"",2026-07-19 18:05:26.425147+00
60539,BNBUSDT,1m,ohlcv,58058,16,58071,0,ok,"",2026-07-19 18:04:29.614196+00
60538,XRPUSDT,1m,ohlcv,58057,16,58070,0,ok,"",2026-07-19 18:03:35.868321+00
60537,SOLUSDT,1m,ohlcv,58056,16,58069,0,ok,"",2026-07-19 18:02:37.212157+00
60536,BTCUSDT,15m,ohlcv,124392,4,124393,0,ok,"",2026-07-19 18:02:05.522708+00
60535,ETHUSDT,1m,ohlcv,54866,16,54879,0,ok,"",2026-07-19 18:01:44.165035+00
60534,BTCUSDT,1m,ohlcv,58062,11,58070,0,ok,"",2026-07-19 18:00:56.072121+00
60533,BTCUSDT,30m,ohlcv,62196,3,62196,0,ok,"",2026-07-19 18:00:17.733547+00
60532,BTCUSDT,1h,ohlcv,31098,3,31098,0,ok,"",2026-07-19 17:59:34.224727+00
60531,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:59:13.553027+00
60530,BTCUSDT,1h,ohlcv,31098,3,31098,0,ok,"",2026-07-19 17:58:26.977742+00
60529,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:58:00.665174+00
60528,BTCUSDT,1h,ohlcv,31098,3,31098,0,ok,"",2026-07-19 17:57:04.897892+00
60527,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:56:46.549597+00
60526,BTCUSDT,1h,ohlcv,31098,3,31098,0,ok,"",2026-07-19 17:55:58.670665+00
60525,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:55:44.185386+00
60524,BTCUSDT,30m,ohlcv,62196,3,62196,0,ok,"",2026-07-19 17:55:13.331294+00
60523,BTCUSDT,1h,ohlcv,31098,3,31098,0,ok,"",2026-07-19 17:54:42.675921+00
60522,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:54:27.330319+00
60521,BTCUSDT,1m,ohlcv,58056,9,58062,0,ok,"",2026-07-19 17:53:34.619147+00
60520,DOGEUSDT,1m,ohlcv,58046,16,58059,0,ok,"",2026-07-19 17:52:44.500705+00
60519,BNBUSDT,1m,ohlcv,58050,11,58058,0,ok,"",2026-07-19 17:51:25.022528+00
60518,XRPUSDT,1m,ohlcv,58049,11,58057,0,ok,"",2026-07-19 17:50:14.087848+00
60517,BTCUSDT,15m,ohlcv,124389,6,124392,0,ok,"",2026-07-19 17:49:32.577651+00
60516,SOLUSDT,1m,ohlcv,58048,11,58056,0,ok,"",2026-07-19 17:49:04.459164+00
60515,ETHUSDT,1m,ohlcv,54858,11,54866,0,ok,"",2026-07-19 17:48:04.161557+00
60514,BTCUSDT,30m,ohlcv,62196,3,62196,0,ok,"",2026-07-19 17:47:13.467846+00
60513,BTCUSDT,1m,ohlcv,58049,10,58056,0,ok,"",2026-07-19 17:47:05.399237+00
60512,BTCUSDT,1h,ohlcv,31098,3,31098,0,ok,"",2026-07-19 17:46:12.055345+00
60511,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:45:50.357566+00
60510,BTCUSDT,1h,ohlcv,31097,4,31098,0,ok,"",2026-07-19 17:44:40.265135+00
60509,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:44:18.785836+00
60508,BNBUSDT,1m,ohlcv,58045,8,58050,0,ok,"",2026-07-19 17:43:24.86072+00
60507,XRPUSDT,1m,ohlcv,58044,8,58049,0,ok,"",2026-07-19 17:42:30.952339+00
60506,SOLUSDT,1m,ohlcv,58043,8,58048,0,ok,"",2026-07-19 17:41:36.703365+00
60505,ETHUSDT,1m,ohlcv,54853,8,54858,0,ok,"",2026-07-19 17:40:42.050764+00
60504,BTCUSDT,1m,ohlcv,58043,9,58049,0,ok,"",2026-07-19 17:39:56.218182+00
60503,DOGEUSDT,1m,ohlcv,58041,8,58046,0,ok,"",2026-07-19 17:39:04.712827+00
60502,BNBUSDT,1m,ohlcv,58040,8,58045,0,ok,"",2026-07-19 17:38:13.052928+00
60501,DOGEUSDT,15m,ohlcv,124377,17,124391,0,ok,"",2026-07-19 17:38:12.975383+00
60500,XRPUSDT,1m,ohlcv,58039,8,58044,0,ok,"",2026-07-19 17:37:24.938794+00
60499,SOLUSDT,1m,ohlcv,58038,8,58043,0,ok,"",2026-07-19 17:36:27.698069+00
60498,DOGEUSDT,30m,ohlcv,62189,10,62196,0,ok,"",2026-07-19 17:36:07.355765+00
60497,ETHUSDT,1m,ohlcv,54848,8,54853,0,ok,"",2026-07-19 17:35:37.509187+00
60496,DOGEUSDT,1h,ohlcv,31095,6,31098,0,ok,"",2026-07-19 17:35:07.347119+00
60495,BTCUSDT,1m,ohlcv,58039,7,58043,0,ok,"",2026-07-19 17:34:48.891247+00
60494,DOGEUSDT,4h,ohlcv,7773,5,7775,0,ok,"",2026-07-19 17:34:38.315574+00
60493,BNBUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 17:34:30.061351+00
60492,BNBUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 17:34:06.673948+00
60491,BNBUSDT,1h,open_interest_1h,31188,200,31191,0,ok,"",2026-07-19 17:34:05.32573+00
60490,BNBUSDT,8h,funding_rate,3923,200,3924,0,ok,"",2026-07-19 17:34:02.923947+00
60489,BNBUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 17:34:01.671589+00
60488,BNBUSDT,5m,ohlcv,373128,45,373170,0,ok,"",2026-07-19 17:33:59.897081+00
60487,DOGEUSDT,1m,ohlcv,58036,8,58041,0,ok,"",2026-07-19 17:33:58.912993+00
60486,BNBUSDT,1m,ohlcv,58035,8,58040,0,ok,"",2026-07-19 17:33:02.451178+00
60485,XRPUSDT,1m,ohlcv,58035,7,58039,0,ok,"",2026-07-19 17:32:11.756865+00
60484,SOLUSDT,1m,ohlcv,58034,7,58038,0,ok,"",2026-07-19 17:31:22.514198+00
60483,ETHUSDT,1m,ohlcv,54844,7,54848,0,ok,"",2026-07-19 17:30:34.158536+00
60482,BTCUSDT,1m,ohlcv,58035,7,58039,0,ok,"",2026-07-19 17:29:56.795897+00
60481,DOGEUSDT,1m,ohlcv,58032,7,58036,0,ok,"",2026-07-19 17:29:16.790458+00
60480,BNBUSDT,15m,ohlcv,124377,16,124390,0,ok,"",2026-07-19 17:29:00.169652+00
60479,BNBUSDT,1m,ohlcv,58032,6,58035,0,ok,"",2026-07-19 17:28:37.098749+00
60478,XRPUSDT,1m,ohlcv,58031,7,58035,0,ok,"",2026-07-19 17:27:56.053118+00
60477,BNBUSDT,30m,ohlcv,62189,9,62195,0,ok,"",2026-07-19 17:27:29.431231+00
60476,SOLUSDT,1m,ohlcv,58031,6,58034,0,ok,"",2026-07-19 17:27:00.014622+00
60475,BNBUSDT,1h,ohlcv,31095,6,31098,0,ok,"",2026-07-19 17:26:32.221556+00
60474,ETHUSDT,1m,ohlcv,54841,6,54844,0,ok,"",2026-07-19 17:26:17.839707+00
60473,BNBUSDT,4h,ohlcv,7773,5,7775,0,ok,"",2026-07-19 17:26:10.542698+00
60472,XRPUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 17:26:05.229062+00
60471,XRPUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 17:25:49.375009+00
60470,BTCUSDT,1m,ohlcv,58032,6,58035,0,ok,"",2026-07-19 17:25:48.204117+00
60469,XRPUSDT,1h,open_interest_1h,31188,200,31191,0,ok,"",2026-07-19 17:25:47.831837+00
60468,XRPUSDT,8h,funding_rate,3923,200,3924,0,ok,"",2026-07-19 17:25:45.735501+00
60467,XRPUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 17:25:43.805631+00
60466,XRPUSDT,5m,ohlcv,373134,38,373169,0,ok,"",2026-07-19 17:25:42.826052+00
60465,DOGEUSDT,1m,ohlcv,58029,6,58032,0,ok,"",2026-07-19 17:25:18.345742+00
60464,BNBUSDT,1m,ohlcv,58029,6,58032,0,ok,"",2026-07-19 17:24:46.362696+00
60463,XRPUSDT,1m,ohlcv,58028,6,58031,0,ok,"",2026-07-19 17:24:16.748479+00
60462,SOLUSDT,1m,ohlcv,58028,6,58031,0,ok,"",2026-07-19 17:23:46.624204+00
60461,ETHUSDT,1m,ohlcv,54838,6,54841,0,ok,"",2026-07-19 17:23:17.966856+00
60460,BTCUSDT,1m,ohlcv,58029,6,58032,0,ok,"",2026-07-19 17:22:50.791027+00
60459,XRPUSDT,15m,ohlcv,124377,16,124390,0,ok,"",2026-07-19 17:22:32.390772+00
60458,DOGEUSDT,1m,ohlcv,58026,6,58029,0,ok,"",2026-07-19 17:22:21.8151+00
60457,BNBUSDT,1m,ohlcv,58026,6,58029,0,ok,"",2026-07-19 17:21:50.029698+00
60456,XRPUSDT,30m,ohlcv,62189,9,62195,0,ok,"",2026-07-19 17:21:27.47475+00
60455,XRPUSDT,1m,ohlcv,58025,6,58028,0,ok,"",2026-07-19 17:21:20.203549+00
60454,XRPUSDT,1h,ohlcv,31095,6,31098,0,ok,"",2026-07-19 17:20:54.877542+00
60453,SOLUSDT,1m,ohlcv,58024,7,58028,0,ok,"",2026-07-19 17:20:48.996737+00
60452,XRPUSDT,4h,ohlcv,7773,5,7775,0,ok,"",2026-07-19 17:20:34.66792+00
60451,SOLUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 17:20:29.214221+00
60450,ETHUSDT,1m,ohlcv,54835,6,54838,0,ok,"",2026-07-19 17:20:15.777925+00
60449,SOLUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 17:20:13.722902+00
60448,SOLUSDT,1h,open_interest_1h,31188,200,31191,0,ok,"",2026-07-19 17:20:12.342087+00
60447,SOLUSDT,8h,funding_rate,3923,200,3924,0,ok,"",2026-07-19 17:20:09.92258+00
60446,SOLUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 17:20:08.039268+00
60445,SOLUSDT,5m,ohlcv,373133,38,373168,0,ok,"",2026-07-19 17:20:07.051521+00
60444,BTCUSDT,1m,ohlcv,58025,7,58029,0,ok,"",2026-07-19 17:19:48.339367+00
60443,DOGEUSDT,1m,ohlcv,58023,6,58026,0,ok,"",2026-07-19 17:19:19.997593+00
60442,BNBUSDT,1m,ohlcv,58022,7,58026,0,ok,"",2026-07-19 17:18:49.344533+00
60441,XRPUSDT,1m,ohlcv,58022,6,58025,0,ok,"",2026-07-19 17:18:18.344144+00
60440,SOLUSDT,1m,ohlcv,58021,6,58024,0,ok,"",2026-07-19 17:17:33.10734+00
60439,ETHUSDT,1m,ohlcv,54832,6,54835,0,ok,"",2026-07-19 17:16:57.798771+00
60438,SOLUSDT,15m,ohlcv,124377,16,124390,0,ok,"",2026-07-19 17:16:34.288103+00
60437,BTCUSDT,1m,ohlcv,58022,6,58025,0,ok,"",2026-07-19 17:16:28.223287+00
60436,DOGEUSDT,1m,ohlcv,58019,7,58023,0,ok,"",2026-07-19 17:15:55.317853+00
60435,SOLUSDT,30m,ohlcv,62193,5,62195,0,ok,"",2026-07-19 17:15:25.196555+00
60434,BNBUSDT,1m,ohlcv,58019,6,58022,0,ok,"",2026-07-19 17:15:21.262632+00
60433,SOLUSDT,1h,ohlcv,31097,4,31098,0,ok,"",2026-07-19 17:14:49.716285+00
60432,XRPUSDT,1m,ohlcv,58018,7,58022,0,ok,"",2026-07-19 17:14:49.208334+00
60431,SOLUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 17:14:31.574653+00
60430,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 17:14:26.02207+00
60429,SOLUSDT,1m,ohlcv,58018,6,58021,0,ok,"",2026-07-19 17:14:17.978049+00
60428,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 17:14:10.386755+00
60427,ETHUSDT,1h,open_interest_1h,31190,200,31191,0,ok,"",2026-07-19 17:14:08.744196+00
60426,ETHUSDT,8h,funding_rate,3924,200,3924,0,ok,"",2026-07-19 17:14:06.589647+00
60425,ETHUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 17:14:04.811046+00
60424,ETHUSDT,5m,ohlcv,373152,18,373167,0,ok,"",2026-07-19 17:14:03.739524+00
60423,ETHUSDT,1m,ohlcv,54828,7,54832,0,ok,"",2026-07-19 17:13:41.029203+00
60422,BTCUSDT,1m,ohlcv,58019,6,58022,0,ok,"",2026-07-19 17:13:02.505926+00
60421,DOGEUSDT,1m,ohlcv,58016,6,58019,0,ok,"",2026-07-19 17:12:26.29703+00
60420,BNBUSDT,1m,ohlcv,58015,7,58019,0,ok,"",2026-07-19 17:11:49.661265+00
60419,XRPUSDT,1m,ohlcv,58014,7,58018,0,ok,"",2026-07-19 17:11:16.505013+00
60418,SOLUSDT,1m,ohlcv,58013,8,58018,0,ok,"",2026-07-19 17:10:43.280104+00
60417,ETHUSDT,15m,ohlcv,124384,8,124389,0,ok,"",2026-07-19 17:10:20.54216+00
60416,ETHUSDT,1m,ohlcv,54823,8,54828,0,ok,"",2026-07-19 17:10:10.033929+00
60415,BTCUSDT,1m,ohlcv,58014,8,58019,0,ok,"",2026-07-19 17:09:38.924134+00
60414,ETHUSDT,30m,ohlcv,62192,6,62195,0,ok,"",2026-07-19 17:09:08.395314+00
60413,DOGEUSDT,1m,ohlcv,58011,8,58016,0,ok,"",2026-07-19 17:09:06.010119+00
60412,ETHUSDT,1h,ohlcv,31096,5,31098,0,ok,"",2026-07-19 17:08:21.496542+00
60411,BNBUSDT,1m,ohlcv,58010,8,58015,0,ok,"",2026-07-19 17:08:20.791712+00
60410,ETHUSDT,4h,ohlcv,7774,4,7775,0,ok,"",2026-07-19 17:07:55.313876+00
60409,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 17:07:43.537296+00
60408,XRPUSDT,1m,ohlcv,58010,7,58014,0,ok,"",2026-07-19 17:07:26.204261+00
60407,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 17:07:18.825961+00
60406,BTCUSDT,1h,open_interest_1h,31189,200,31191,0,ok,"",2026-07-19 17:07:18.269882+00
60405,BTCUSDT,8h,funding_rate,3923,200,3924,0,ok,"",2026-07-19 17:07:15.123737+00
60404,BTCUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 17:07:13.447121+00
60403,BTCUSDT,5m,ohlcv,373163,5,373165,0,ok,"",2026-07-19 17:07:11.959868+00
60402,SOLUSDT,1m,ohlcv,58009,7,58013,0,ok,"",2026-07-19 17:06:38.644748+00
60401,ETHUSDT,1m,ohlcv,54819,7,54823,0,ok,"",2026-07-19 17:05:32.711224+00
60400,BTCUSDT,1m,ohlcv,58009,8,58014,0,ok,"",2026-07-19 17:04:50.460497+00
60399,DOGEUSDT,1m,ohlcv,58003,11,58011,0,ok,"",2026-07-19 17:04:16.048933+00
60398,BNBUSDT,1m,ohlcv,58002,11,58010,0,ok,"",2026-07-19 17:03:31.285261+00
60397,XRPUSDT,1m,ohlcv,58001,12,58010,0,ok,"",2026-07-19 17:02:49.015298+00
60396,BTCUSDT,15m,ohlcv,124388,4,124389,0,ok,"",2026-07-19 17:02:13.198101+00
60395,SOLUSDT,1m,ohlcv,58000,12,58009,0,ok,"",2026-07-19 17:02:05.899401+00
60394,ETHUSDT,1m,ohlcv,54815,7,54819,0,ok,"",2026-07-19 17:01:14.887178+00
60393,BTCUSDT,1m,ohlcv,58006,6,58009,0,ok,"",2026-07-19 17:00:25.431578+00
60392,BTCUSDT,30m,ohlcv,62194,3,62194,0,ok,"",2026-07-19 17:00:22.25386+00
60391,BTCUSDT,1h,ohlcv,31097,3,31097,0,ok,"",2026-07-19 16:58:55.762661+00
60390,BTCUSDT,4h,ohlcv,7775,3,7775,0,ok,"",2026-07-19 16:58:22.552757+00
60389,BTCUSDT,1m,ohlcv,57949,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=BTCUSDT&interval=1&start=1784476620000&end=1784478185090&limit=1000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.bybit.com', port=443) at 0x7e4ae1cec750>, 'Connection to api.bybit.com timed out. (connect timeout=60)'))",2026-07-19 16:48:08.989856+00
60388,BTCUSDT,4h,ohlcv,7774,0,0,0,error,"Failed after 6 attempts: HTTPSConnectionPool(host='api.bybit.com', port=443): Max retries exceeded with url: /v5/market/kline?category=linear&symbol=BTCUSDT&interval=240&start=1784433600000&end=1784478158738&limit=1000 (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.bybit.com', port=443) at 0x7610a6192310>, 'Connection to api.bybit.com timed out. (connect timeout=60)'))",2026-07-19 16:47:44.589024+00
60387,DOGEUSDT,1m,ohlcv,57938,18,57953,0,quarantined,Data is stale: last candle 4 min ago,2026-07-19 16:08:56.535545+00
60386,SOLUSDT,30m,ohlcv,62189,7,62193,0,ok,"",2026-07-19 16:08:56.519252+00
60385,BNBUSDT,1m,ohlcv,57944,11,57952,0,ok,"",2026-07-19 16:05:18.861862+00
60384,SOLUSDT,1h,ohlcv,31095,5,31097,0,ok,"",2026-07-19 16:05:15.960828+00
60383,SOLUSDT,4h,ohlcv,7773,5,7775,0,ok,"",2026-07-19 16:04:46.551682+00
60382,ETHUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 16:04:36.768906+00
60381,XRPUSDT,1m,ohlcv,57944,10,57951,0,ok,"",2026-07-19 16:04:27.62066+00
60380,ETHUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 16:03:28.464724+00
60379,ETHUSDT,1h,open_interest_1h,31188,200,31190,0,ok,"",2026-07-19 16:03:25.278279+00
60378,ETHUSDT,8h,funding_rate,3923,200,3924,0,ok,"",2026-07-19 16:03:18.91265+00
60377,SOLUSDT,1m,ohlcv,57943,10,57950,0,ok,"",2026-07-19 16:03:14.249602+00
60376,ETHUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 16:03:14.253872+00
60375,ETHUSDT,5m,ohlcv,373132,23,373152,0,ok,"",2026-07-19 16:02:52.080273+00
60374,ETHUSDT,1m,ohlcv,54751,12,54760,0,ok,"",2026-07-19 16:02:12.171109+00
60373,BTCUSDT,1m,ohlcv,57941,11,57949,0,ok,"",2026-07-19 16:00:57.736022+00
60372,DOGEUSDT,1m,ohlcv,57938,10,57945,0,quarantined,Data is stale: last candle 2 min ago,2026-07-19 15:59:25.67829+00
60371,BNBUSDT,1m,ohlcv,57937,10,57944,0,ok,"",2026-07-19 15:57:59.049191+00
60370,XRPUSDT,1m,ohlcv,57936,11,57944,0,ok,"",2026-07-19 15:56:58.217923+00
60369,SOLUSDT,1m,ohlcv,57935,11,57943,0,ok,"",2026-07-19 15:56:01.260088+00
60368,ETHUSDT,15m,ohlcv,124377,10,124384,0,ok,"",2026-07-19 15:55:09.729641+00
60367,ETHUSDT,1m,ohlcv,54744,10,54751,0,ok,"",2026-07-19 15:55:06.674322+00
60366,BTCUSDT,1m,ohlcv,57934,10,57941,0,ok,"",2026-07-19 15:52:18.493966+00
60365,DOGEUSDT,1m,ohlcv,57931,10,57938,0,ok,"",2026-07-19 15:51:28.067506+00
60364,ETHUSDT,30m,ohlcv,62189,6,62192,0,ok,"",2026-07-19 15:51:25.156808+00
60363,BNBUSDT,1m,ohlcv,57930,10,57937,0,ok,"",2026-07-19 15:50:35.047845+00
60362,ETHUSDT,1h,ohlcv,31095,4,31096,0,ok,"",2026-07-19 15:50:34.052869+00
60361,ETHUSDT,4h,ohlcv,7773,4,7774,0,ok,"",2026-07-19 15:50:11.526337+00
60360,BTCUSDT,"4h,1h,30m,15m,5m,1d",enrich,,,,0,ok,"",2026-07-19 15:50:04.650532+00
60359,XRPUSDT,1m,ohlcv,57930,9,57936,0,ok,"",2026-07-19 15:49:54.161633+00
60358,BTCUSDT,snapshot,orderbook,,100,,0,ok,"",2026-07-19 15:49:40.793021+00
60357,BTCUSDT,1h,open_interest_1h,31188,200,31189,0,ok,"",2026-07-19 15:49:39.740975+00
60356,BTCUSDT,8h,funding_rate,3923,200,3923,0,ok,"",2026-07-19 15:49:37.205806+00
60355,BTCUSDT,1d,ohlcv,565,3,565,0,ok,"",2026-07-19 15:49:35.633365+00
60354,BTCUSDT,5m,ohlcv,373131,21,373149,0,ok,"",2026-07-19 15:49:33.707608+00
60353,SOLUSDT,1m,ohlcv,57929,9,57935,0,ok,"",2026-07-19 15:48:43.671397+00
60352,ETHUSDT,1m,ohlcv,54739,8,54744,0,ok,"",2026-07-19 15:46:52.591888+00
60351,BTCUSDT,1m,ohlcv,57930,7,57934,0,ok,"",2026-07-19 15:45:04.172529+00
60350,DOGEUSDT,1m,ohlcv,57857,77,57931,0,ok,"",2026-07-19 15:44:09.911468+00
60349,BNBUSDT,1m,ohlcv,57856,77,57930,0,ok,"",2026-07-19 15:43:31.278122+00
60348,XRPUSDT,1m,ohlcv,57855,78,57930,0,ok,"",2026-07-19 15:42:57.505808+00
60347,BTCUSDT,15m,ohlcv,124377,9,124383,0,ok,"",2026-07-19 15:42:49.54987+00
60346,SOLUSDT,1m,ohlcv,57854,78,57929,0,ok,"",2026-07-19 15:42:22.942516+00
